id,query,tipo,groundtruth,documento,ruta,pagina,chunks
191,¿Qué precio tiene el router industrial LAN-to-LAN ICR-2701 SL v2i en la lista de repuestos del proyecto 1005811?,factual tabla,"LAN-to-LAN Router ICR-2701 SL v2i … 529,80 € ",1005811 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\04 Piezas de recambio\1005811 01 Lista de piezas de recambio.pdf,4,
192,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos?,regla,Price validity: up to 3 months after issue ,1005811 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\04 Piezas de recambio\1005811 01 Lista de piezas de recambio.pdf,2,
193,¿Qué estándar eléctrico principal se aplica al sistema del proyecto BR 449_glove box_LHD/RHD_WELD_TOOL_1+1?,factual,Standard IEC 61439-2 ,1005811 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\05 Eléctrico\1005811 01 Plano eléctrico.pdf,10,
194,¿Cuál es la tensión auxiliar utilizada en los circuitos auxiliares del sistema?,factual tabla,Vaux = 24VDC ,1005811 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\05 Eléctrico\1005811 01 Plano eléctrico.pdf,10,
195,¿Qué color de cable se utiliza para el conductor de protección según las normas de cableado?,factual tabla,Protective wire: green-yellow (GNYE) ,1005811 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\05 Eléctrico\1005811 01 Plano eléctrico.pdf,11,
196,¿Qué regla se establece sobre el dimensionado del cable de conexión del sistema?,regla,Cable dimensioning of the connecting cable must be carried out by the operator of the system. ,1005811 01 Plano eléctrico.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\05 Eléctrico\1005811 01 Plano eléctrico.pdf,10,
197,¿Cuál es el propósito del diploma de capacitación relacionado con las instalaciones de 3CON del proyecto 1005811?,factual,Diploma de capacitación para el uso de instalaciones + herramientas de 3CON ,1005811 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\06 Formación\1005811 01 Diploma de capacitación.pdf,1,
198,¿Qué procedimiento administrativo debe completarse tras la formación según el diploma?,procedimiento,(Lugar/fecha) Nombre Firma Instructor Participante 1 Participante 2 Participante 3 Participante 4 Participante 5 Participante 6 Participante 7 Participante 8 Participante 9 Participante 10 ,1005811 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\06 Formación\1005811 01 Diploma de capacitación.pdf,1,
199,¿Qué temas de seguridad se incluyen en la formación según el diploma?,factual tabla,"Dispositivos de seguridad; Prueba SITEMA; Tratamiento de aire comprimido; Armario de distribución; Caja del pulsador incl. botón de PARADA DE EMERGENCIA; Panel táctil; Pasos a seguir tras una PARADA DE EMERGENCIA, un fallo eléctrico o del aire comprimido ",1005811 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\06 Formación\1005811 01 Diploma de capacitación.pdf,1,
200,¿Qué requisito de documentación se establece tras completar la formación?,regla,"Deben registrarse lugar/fecha, nombre y firma del instructor y de los participantes. ",1005811 01 Diploma de capacitación.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\IR Welding Machine\1005811 Welding tool DAG BR 449\Español\06 Formación\1005811 01 Diploma de capacitación.pdf,1,
201,¿Qué funciones muestra el resumen del control general del panel táctil de la instalación?,factual,Muestra los botones para el control de la instalación; muestra el menú de navegación; muestra los submenús del menú de navegación; muestra el estado del proceso de la instalación. ,1005796 02 Panel táctil.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\02 Manejo\1005796 02 Panel táctil.pdf,3,
202,¿Qué procedimiento debe seguirse para iniciar sesión de usuario y modificar parámetros en el panel táctil?,procedimiento,"Para ejecutar funciones manuales o modificar parámetros debe iniciarse sesión; para ello, su cuenta de usuario debe disponer de las habilitaciones necesarias. ",1005796 02 Panel táctil.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\02 Manejo\1005796 02 Panel táctil.pdf,5,
203,¿Qué permisos tiene el rol Ingeniero en la gestión de usuarios del panel táctil?,factual tabla,Ingeniero: puede modificar parámetros y ejecutar movimientos manuales. ,1005796 02 Panel táctil.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\02 Manejo\1005796 02 Panel táctil.pdf,17,
204,¿Qué advertencia se indica respecto a la desactivación de las unidades de vigilancia del sistema?,regla,Las funciones del sistema y los dispositivos de vigilancia deben desactivarse únicamente en casos absolutamente excepcionales. ,1005796 02 Panel táctil.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\02 Manejo\1005796 02 Panel táctil.pdf,16,
205,¿Cuál es el valor total del equipo indicado en la lista de repuestos del producto BR 449_IP_VAC+ESL_MTP_250-50_with vacuum kit?,factual,"Total Equipment value = 2.730.000,00 € ",1005796 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\04 Piezas de recambio\1005796 01 Lista de piezas de recambio.pdf,1,
206,¿Qué fabricante suministra el módulo de entrada analógica SIMATIC ET 200SP (6ES7134-6JD00-0CA1) del producto BR 449_IP_VAC+ESL_MTP_250-50_with vacuum kit?,factual tabla,Siemens 6ES7134-6JD00-0CA1 ,1005796 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\04 Piezas de recambio\1005796 01 Lista de piezas de recambio.pdf,2,
207,¿Qué precio tiene el router industrial LAN-to-LAN ICR-2701 SL v2i en los repuestos del producto BR 449_IP_VAC+ESL_MTP_250-50_with vacuum kit?,factual tabla,"LAN-to-LAN Router ICR-2701 SL v2i … 529,80 € ",1005796 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\04 Piezas de recambio\1005796 01 Lista de piezas de recambio.pdf,3,
208,¿Qué regla se establece sobre la validez de los precios en la lista de repuestos?,regla,Price validity: up to 3 months after issue ,1005796 01 Lista de piezas de recambio.pdf,Back Up HD CEFA\Celulas-Esac Grandes\CEL13-CELULA VAN.EA\Lamination Machine\1005796 MTP Machine DAG BR 449\Español\04 Piezas de recambio\1005796 01 Lista de piezas de recambio.pdf,2,
